Trial,Initial Temperature,Final Temperature,Alpha,Num Iterations,Num Runs,Offset Increase Rate,Energy,Time
0,82.37325548886277,0.0033477685834240236,0.9026607244587407,2023,2942,392.41267518315306,-24180.84,6.376267733573914
1,160.24815782793812,0.008126026773505143,0.9663777261493295,2675,1951,393.0616396333229,-24457.56,5.706931791305542
2,195.2311326874958,0.006109348646704018,0.9664635399575086,1149,2835,37.592804718558675,-24729.76,3.5288850688934326
3,77.07670717383871,0.007639921728045796,0.9764807335872194,1322,1480,262.3400384430504,-24531.92,2.110083432197571
4,85.43860043288464,0.002229588720293982,0.9147384428194495,2838,2317,313.9045064789423,-24184.2,7.524622497558593
5,176.6953118608805,0.004246155765589584,0.9877896828796814,1180,2915,348.15209207739053,-24699.96,3.679371919631958
6,138.3592121484914,0.00343597425287375,0.9627930226370847,1221,2038,459.0963515742618,-24420.32,2.656015830039978
7,151.4125713468286,0.009944033399451624,0.9233900135057121,2290,687,332.3892007788788,-24097.44,1.9102707052230834
8,148.775258297173,0.007843734110527942,0.9554145091405211,2924,2993,212.76654010259912,-24384.48,9.426698908805847
9,189.36737706474275,0.0038803522645615347,0.9011868858050763,1686,2666,176.37822795044616,-24198.12,4.991942782402038
10,128.09471092778207,0.0070160218768613785,0.9530861295778069,1046,2364,220.26969493429382,-24340.6,2.766178274154663
11,166.36702211843527,0.006861430504644318,0.9572064816615106,1609,1181,106.74411562446822,-24654.36,2.1535768508911133
12,65.66162587954186,0.0026997640316543873,0.9696612443073631,1594,1642,178.40098146777035,-24480.36,2.703943648338318
13,113.92076284633481,0.004985034319082142,0.9660754533905168,1865,1705,388.7996037317359,-24436.8,3.3375248384475706
14,159.9824956304235,0.002204927535564233,0.9621718331367635,1966,1867,138.47747684247005,-24455.76,3.918851523399353
15,73.35030693310759,0.006614735912984703,0.9562437819845452,1815,1027,229.58294893645385,-24295.24,2.133250870704651
16,89.7671859684482,0.0024072678560010745,0.9527976216450852,968,2138,6.247571375387547,-24549.0,2.148529462814331
17,187.40800274363005,0.008074004789597944,0.97182257317257,1712,1788,357.00721441356694,-24507.36,3.1760295486450194
18,116.62748776072473,0.009414480314383578,0.915051917624433,2729,1467,6.779028356598943,-24523.76,4.241104726791382
19,104.82863477864964,0.004992721569953776,0.9005086310396503,1973,2705,34.84692895881525,-24741.48,5.981807246208191
20,82.10710690540928,0.0009304546844048559,0.9436933575651255,590,1622,211.92203136292085,-24218.8,0.9779379415512085
21,142.9389781234822,0.003753598711211597,0.9738482878036506,1054,746,386.95251488395246,-24491.2,0.9039359426498413
22,166.853751468722,0.007208356472966172,0.9428353618181325,1838,1464,137.663240583066,-24447.36,2.8609926319122314
23,82.0277265182358,0.005426384460290545,0.964788774515206,1244,1780,425.9426681176647,-24431.28,2.3174430179595946
24,133.78567073306417,0.009161896412088874,0.9126331790777211,1328,2096,68.47635568223947,-24743.84,2.890053491592407
25,195.96636903101086,0.003570459713668097,0.9662340161060905,841,649,476.29120186001256,-24366.6,0.8503662776947022
26,78.55719914895344,0.007712123923479961,0.9329166086099413,2088,1300,406.2940532653921,-24173.72,2.9063291788101195
27,64.21583383427554,0.00822236030008714,0.9571531333030429,1479,2273,368.6527847230912,-24367.8,3.8185624074935913
28,185.2691208382287,0.008414263773757792,0.9510242644153215,2818,1285,348.74901246884906,-24256.64,4.697805051803589
29,55.49641490919072,0.004318105590460847,0.9825225791613065,1081,1635,289.9019088604375,-24624.56,1.9917051362991334
30,68.15655943893344,0.0002286300362790031,0.9135751846248643,2279,2841,273.9292330023014,-24192.8,7.292230687141418
31,66.3772212455988,0.002896190600453707,0.9630832689900286,1569,1140,1.4852113131746927,-24470.76,3.9805584716796876
32,184.66626350547614,0.00427266470894125,0.9180982043292526,1490,2492,193.4611487550236,-24188.88,4.404048933982849
33,193.3734192741047,0.006597075352445463,0.906863641671616,1088,1722,457.26025032210794,-24113.72,1.5676973295211791
34,104.10394964074047,0.0040070188489104985,0.9454131174667663,1134,1391,490.78996398744965,-24226.52,1.3091820001602172
35,192.07575961297903,0.009125612675763083,0.9689523966443925,2895,673,132.55391549512842,-24489.8,2.149561729431152
36,147.0208233693064,0.006517444009031094,0.9612159261512203,1873,541,247.42619350729709,-24310.4,1.3236364030838013
37,166.17183370424596,0.0004258391614291953,0.9721765010996926,858,1242,239.93095245894963,-24479.6,0.9270962572097778
38,68.07533885936218,0.008542552715473828,0.959818025651304,1105,2022,231.93848524528872,-24380.12,1.8783830308914184
39,132.5210495270352,0.00764038129063001,0.9169618195568492,2708,769,402.06327247806513,-24106.68,2.0963022041320802
40,68.54170330818593,0.008330870599492947,0.9443932705219267,1271,1281,137.31953686933196,-24414.56,1.3965268754959106
41,78.61056218758503,0.009185224990824435,0.9872464438512939,823,2062,194.6493565404658,-24679.68,1.3939655113220215
42,150.34754683356033,0.0046516192829795106,0.9883221037111021,1776,1187,70.89947810351352,-24746.8,1.9022364187240601
43,90.90537929327003,0.002555398229242368,0.9735777677729801,2846,2661,172.71705297466175,-24537.6,6.522684383392334
44,63.42327110725705,0.008623610917152438,0.9205401753654591,2331,2709,379.37585941581415,-24196.36,5.500880341529847
45,155.94730020255167,0.007234318273444705,0.9098860414154774,2339,1243,287.0808205717534,-24109.84,2.548711214065552
46,181.10719328703618,0.008045066542509537,0.9528233431672176,1133,1447,276.8509391347325,-24325.32,1.42440691947937
47,125.27817630965826,0.0004996191332106452,0.921394541023387,1106,1541,168.5308840640012,-24179.08,1.4670419025421142
48,107.79971299162187,0.007116294431123592,0.9835057676576594,500,2865,469.9592798307496,-24645.32,1.213055911064148
49,164.35398177730264,0.0037384917777939486,0.984824136147066,2097,2553,353.79899152707026,-24657.44,4.524455642700195
