instance_id,iteration,t,energy,reference_energy,success
4c442c49-29cc-4ccf-92f1-361c81d2aa43,0,0.016161203384399414,-130.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,1,0.001252889633178711,-130.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,2,0.0010554790496826172,-130.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,3,0.0011229515075683594,-130.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,4,0.0010437965393066406,-150.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,5,0.0009400844573974609,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,6,0.0009324550628662109,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,7,0.0009343624114990234,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,8,0.0009148120880126953,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,9,0.0009088516235351562,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,10,0.0009124279022216797,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,11,0.0009293556213378906,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,12,0.0009152889251708984,-166.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,13,0.0009076595306396484,-168.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,14,0.0010030269622802734,-168.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,15,0.0010154247283935547,-170.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,16,0.0009400844573974609,-174.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,17,0.0009317398071289062,-218.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,18,0.0009129047393798828,-218.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,19,0.0009446144104003906,-234.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,20,0.0009279251098632812,-234.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,21,0.0009257793426513672,-246.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,22,0.0009074211120605469,-246.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,23,0.0009257793426513672,-256.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,24,0.0009186267852783203,-266.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,25,0.001049041748046875,-276.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,26,0.0009179115295410156,-308.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,27,0.0009064674377441406,-308.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,28,0.0009119510650634766,-318.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,29,0.0009140968322753906,-350.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,30,0.0009448528289794922,-350.0,-352.0,0
4c442c49-29cc-4ccf-92f1-361c81d2aa43,31,0.0009334087371826172,-352.0,-352.0,1
4c442c49-29cc-4ccf-92f1-361c81d2aa43,32,0.0009152889251708984,-352.0,-352.0,1
4c442c49-29cc-4ccf-92f1-361c81d2aa43,33,0.0009131431579589844,-352.0,-352.0,1
4c442c49-29cc-4ccf-92f1-361c81d2aa43,34,0.0009388923645019531,-352.0,-352.0,1
4c442c49-29cc-4ccf-92f1-361c81d2aa43,35,0.0008938312530517578,-352.0,-352.0,3
4c442c49-29cc-4ccf-92f1-361c81d2aa43,36,0.0009393692016601562,-352.0,-352.0,4
4c442c49-29cc-4ccf-92f1-361c81d2aa43,37,0.0009186267852783203,-352.0,-352.0,6
4c442c49-29cc-4ccf-92f1-361c81d2aa43,38,0.0009253025054931641,-352.0,-352.0,8
4c442c49-29cc-4ccf-92f1-361c81d2aa43,39,0.0009212493896484375,-352.0,-352.0,10
4c442c49-29cc-4ccf-92f1-361c81d2aa43,40,0.0011105537414550781,-352.0,-352.0,11
4c442c49-29cc-4ccf-92f1-361c81d2aa43,41,0.0009484291076660156,-352.0,-352.0,17
4c442c49-29cc-4ccf-92f1-361c81d2aa43,42,0.0009329319000244141,-352.0,-352.0,20
4c442c49-29cc-4ccf-92f1-361c81d2aa43,43,0.0009324550628662109,-352.0,-352.0,24
4c442c49-29cc-4ccf-92f1-361c81d2aa43,44,0.000904083251953125,-352.0,-352.0,27
4c442c49-29cc-4ccf-92f1-361c81d2aa43,45,0.0009419918060302734,-352.0,-352.0,28
4c442c49-29cc-4ccf-92f1-361c81d2aa43,46,0.0009648799896240234,-352.0,-352.0,29
4c442c49-29cc-4ccf-92f1-361c81d2aa43,47,0.0009369850158691406,-352.0,-352.0,32
4c442c49-29cc-4ccf-92f1-361c81d2aa43,48,0.0009107589721679688,-352.0,-352.0,34
4c442c49-29cc-4ccf-92f1-361c81d2aa43,49,0.0009527206420898438,-352.0,-352.0,38
4c442c49-29cc-4ccf-92f1-361c81d2aa43,50,0.0010113716125488281,-352.0,-352.0,41
4c442c49-29cc-4ccf-92f1-361c81d2aa43,51,0.001005411148071289,-352.0,-352.0,46
4c442c49-29cc-4ccf-92f1-361c81d2aa43,52,0.0010652542114257812,-352.0,-352.0,50
4c442c49-29cc-4ccf-92f1-361c81d2aa43,53,0.0010879039764404297,-352.0,-352.0,55
4c442c49-29cc-4ccf-92f1-361c81d2aa43,54,0.0010864734649658203,-352.0,-352.0,60
4c442c49-29cc-4ccf-92f1-361c81d2aa43,55,0.0011110305786132812,-352.0,-352.0,64
4c442c49-29cc-4ccf-92f1-361c81d2aa43,56,0.0011098384857177734,-352.0,-352.0,68
4c442c49-29cc-4ccf-92f1-361c81d2aa43,57,0.0010814666748046875,-352.0,-352.0,72
4c442c49-29cc-4ccf-92f1-361c81d2aa43,58,0.0016651153564453125,-352.0,-352.0,73
4c442c49-29cc-4ccf-92f1-361c81d2aa43,59,0.0018184185028076172,-352.0,-352.0,78
4c442c49-29cc-4ccf-92f1-361c81d2aa43,60,0.0015277862548828125,-352.0,-352.0,84
4c442c49-29cc-4ccf-92f1-361c81d2aa43,61,0.0011415481567382812,-352.0,-352.0,86
4c442c49-29cc-4ccf-92f1-361c81d2aa43,62,0.0011665821075439453,-352.0,-352.0,91
4c442c49-29cc-4ccf-92f1-361c81d2aa43,63,0.00107574462890625,-352.0,-352.0,97
4c442c49-29cc-4ccf-92f1-361c81d2aa43,64,0.001088857650756836,-352.0,-352.0,103
4c442c49-29cc-4ccf-92f1-361c81d2aa43,65,0.0010635852813720703,-352.0,-352.0,110
4c442c49-29cc-4ccf-92f1-361c81d2aa43,66,0.0011174678802490234,-352.0,-352.0,117
4c442c49-29cc-4ccf-92f1-361c81d2aa43,67,0.0011074542999267578,-352.0,-352.0,117
4c442c49-29cc-4ccf-92f1-361c81d2aa43,68,0.001096963882446289,-352.0,-352.0,118
4c442c49-29cc-4ccf-92f1-361c81d2aa43,69,0.0011284351348876953,-352.0,-352.0,121
4c442c49-29cc-4ccf-92f1-361c81d2aa43,70,0.0010600090026855469,-352.0,-352.0,124
4c442c49-29cc-4ccf-92f1-361c81d2aa43,71,0.001058340072631836,-352.0,-352.0,127
4c442c49-29cc-4ccf-92f1-361c81d2aa43,72,0.0010819435119628906,-352.0,-352.0,134
4c442c49-29cc-4ccf-92f1-361c81d2aa43,73,0.0010938644409179688,-352.0,-352.0,140
4c442c49-29cc-4ccf-92f1-361c81d2aa43,74,0.0010612010955810547,-352.0,-352.0,145
4c442c49-29cc-4ccf-92f1-361c81d2aa43,75,0.0011582374572753906,-352.0,-352.0,150
4c442c49-29cc-4ccf-92f1-361c81d2aa43,76,0.0010600090026855469,-352.0,-352.0,156
4c442c49-29cc-4ccf-92f1-361c81d2aa43,77,0.001096487045288086,-352.0,-352.0,160
4c442c49-29cc-4ccf-92f1-361c81d2aa43,78,0.001064300537109375,-352.0,-352.0,165
4c442c49-29cc-4ccf-92f1-361c81d2aa43,79,0.0011022090911865234,-352.0,-352.0,168
4c442c49-29cc-4ccf-92f1-361c81d2aa43,80,0.0011305809020996094,-352.0,-352.0,172
4c442c49-29cc-4ccf-92f1-361c81d2aa43,81,0.001055002212524414,-352.0,-352.0,176
4c442c49-29cc-4ccf-92f1-361c81d2aa43,82,0.0010857582092285156,-352.0,-352.0,181
4c442c49-29cc-4ccf-92f1-361c81d2aa43,83,0.0011036396026611328,-352.0,-352.0,184
4c442c49-29cc-4ccf-92f1-361c81d2aa43,84,0.0010809898376464844,-352.0,-352.0,188
