instance_id,iteration,t,energy,reference_energy,success
4c442c49-29cc-4ccf-92f1-361c81d2aa43,85,0.0010547637939453125,-352.0,-352.0,194
4c442c49-29cc-4ccf-92f1-361c81d2aa43,86,0.0010685920715332031,-352.0,-352.0,196
4c442c49-29cc-4ccf-92f1-361c81d2aa43,87,0.001071929931640625,-352.0,-352.0,199
4c442c49-29cc-4ccf-92f1-361c81d2aa43,88,0.0010402202606201172,-352.0,-352.0,200
4c442c49-29cc-4ccf-92f1-361c81d2aa43,89,0.0010521411895751953,-352.0,-352.0,203
4c442c49-29cc-4ccf-92f1-361c81d2aa43,90,0.0010442733764648438,-352.0,-352.0,204
4c442c49-29cc-4ccf-92f1-361c81d2aa43,91,0.001035928726196289,-352.0,-352.0,205
4c442c49-29cc-4ccf-92f1-361c81d2aa43,92,0.0010538101196289062,-352.0,-352.0,207
4c442c49-29cc-4ccf-92f1-361c81d2aa43,93,0.001119852066040039,-352.0,-352.0,211
4c442c49-29cc-4ccf-92f1-361c81d2aa43,94,0.00103759765625,-352.0,-352.0,213
4c442c49-29cc-4ccf-92f1-361c81d2aa43,95,0.0010571479797363281,-352.0,-352.0,217
4c442c49-29cc-4ccf-92f1-361c81d2aa43,96,0.0010638236999511719,-352.0,-352.0,219
4c442c49-29cc-4ccf-92f1-361c81d2aa43,97,0.00102996826171875,-352.0,-352.0,222
4c442c49-29cc-4ccf-92f1-361c81d2aa43,98,0.0011487007141113281,-352.0,-352.0,225
4c442c49-29cc-4ccf-92f1-361c81d2aa43,99,0.0010352134704589844,-352.0,-352.0,227
4c442c49-29cc-4ccf-92f1-361c81d2aa43,100,0.0010528564453125,-352.0,-352.0,227
4c442c49-29cc-4ccf-92f1-361c81d2aa43,101,0.0010304450988769531,-352.0,-352.0,228
4c442c49-29cc-4ccf-92f1-361c81d2aa43,102,0.0010917186737060547,-352.0,-352.0,231
4c442c49-29cc-4ccf-92f1-361c81d2aa43,103,0.001062154769897461,-352.0,-352.0,234
4c442c49-29cc-4ccf-92f1-361c81d2aa43,104,0.0010776519775390625,-352.0,-352.0,234
4c442c49-29cc-4ccf-92f1-361c81d2aa43,105,0.0011088848114013672,-352.0,-352.0,236
4c442c49-29cc-4ccf-92f1-361c81d2aa43,106,0.0011248588562011719,-352.0,-352.0,238
4c442c49-29cc-4ccf-92f1-361c81d2aa43,107,0.001237630844116211,-352.0,-352.0,238
4c442c49-29cc-4ccf-92f1-361c81d2aa43,108,0.0010502338409423828,-352.0,-352.0,239
4c442c49-29cc-4ccf-92f1-361c81d2aa43,109,0.0010266304016113281,-352.0,-352.0,243
4c442c49-29cc-4ccf-92f1-361c81d2aa43,110,0.0010921955108642578,-352.0,-352.0,246
4c442c49-29cc-4ccf-92f1-361c81d2aa43,111,0.001190185546875,-352.0,-352.0,247
4c442c49-29cc-4ccf-92f1-361c81d2aa43,112,0.0010485649108886719,-352.0,-352.0,250
4c442c49-29cc-4ccf-92f1-361c81d2aa43,113,0.001043558120727539,-352.0,-352.0,251
4c442c49-29cc-4ccf-92f1-361c81d2aa43,114,0.0010466575622558594,-352.0,-352.0,254
4c442c49-29cc-4ccf-92f1-361c81d2aa43,115,0.0010530948638916016,-352.0,-352.0,259
4c442c49-29cc-4ccf-92f1-361c81d2aa43,116,0.0011148452758789062,-352.0,-352.0,259
4c442c49-29cc-4ccf-92f1-361c81d2aa43,117,0.0010461807250976562,-352.0,-352.0,261
4c442c49-29cc-4ccf-92f1-361c81d2aa43,118,0.001035451889038086,-352.0,-352.0,261
4c442c49-29cc-4ccf-92f1-361c81d2aa43,119,0.001031637191772461,-352.0,-352.0,266
4c442c49-29cc-4ccf-92f1-361c81d2aa43,120,0.001085042953491211,-352.0,-352.0,270
4c442c49-29cc-4ccf-92f1-361c81d2aa43,121,0.0010628700256347656,-352.0,-352.0,270
4c442c49-29cc-4ccf-92f1-361c81d2aa43,122,0.001050710678100586,-352.0,-352.0,272
4c442c49-29cc-4ccf-92f1-361c81d2aa43,123,0.001031637191772461,-352.0,-352.0,275
4c442c49-29cc-4ccf-92f1-361c81d2aa43,124,0.0010306835174560547,-352.0,-352.0,280
4c442c49-29cc-4ccf-92f1-361c81d2aa43,125,0.0010423660278320312,-352.0,-352.0,282
4c442c49-29cc-4ccf-92f1-361c81d2aa43,126,0.0010364055633544922,-352.0,-352.0,287
4c442c49-29cc-4ccf-92f1-361c81d2aa43,127,0.0010395050048828125,-352.0,-352.0,288
4c442c49-29cc-4ccf-92f1-361c81d2aa43,128,0.0010890960693359375,-352.0,-352.0,289
4c442c49-29cc-4ccf-92f1-361c81d2aa43,129,0.001154184341430664,-352.0,-352.0,293
4c442c49-29cc-4ccf-92f1-361c81d2aa43,130,0.0010914802551269531,-352.0,-352.0,297
4c442c49-29cc-4ccf-92f1-361c81d2aa43,131,0.0010497570037841797,-352.0,-352.0,299
4c442c49-29cc-4ccf-92f1-361c81d2aa43,132,0.0010509490966796875,-352.0,-352.0,302
4c442c49-29cc-4ccf-92f1-361c81d2aa43,133,0.001041412353515625,-352.0,-352.0,304
4c442c49-29cc-4ccf-92f1-361c81d2aa43,134,0.001104593276977539,-352.0,-352.0,305
4c442c49-29cc-4ccf-92f1-361c81d2aa43,135,0.001024484634399414,-352.0,-352.0,307
4c442c49-29cc-4ccf-92f1-361c81d2aa43,136,0.0010385513305664062,-352.0,-352.0,309
4c442c49-29cc-4ccf-92f1-361c81d2aa43,137,0.001043558120727539,-352.0,-352.0,310
4c442c49-29cc-4ccf-92f1-361c81d2aa43,138,0.0010652542114257812,-352.0,-352.0,313
4c442c49-29cc-4ccf-92f1-361c81d2aa43,139,0.001033782958984375,-352.0,-352.0,314
4c442c49-29cc-4ccf-92f1-361c81d2aa43,140,0.0010652542114257812,-352.0,-352.0,316
4c442c49-29cc-4ccf-92f1-361c81d2aa43,141,0.0010137557983398438,-352.0,-352.0,317
4c442c49-29cc-4ccf-92f1-361c81d2aa43,142,0.001035451889038086,-352.0,-352.0,318
4c442c49-29cc-4ccf-92f1-361c81d2aa43,143,0.0010409355163574219,-352.0,-352.0,319
4c442c49-29cc-4ccf-92f1-361c81d2aa43,144,0.0010571479797363281,-352.0,-352.0,319
4c442c49-29cc-4ccf-92f1-361c81d2aa43,145,0.001089334487915039,-352.0,-352.0,321
4c442c49-29cc-4ccf-92f1-361c81d2aa43,146,0.001077413558959961,-352.0,-352.0,322
4c442c49-29cc-4ccf-92f1-361c81d2aa43,147,0.0016973018646240234,-352.0,-352.0,323
4c442c49-29cc-4ccf-92f1-361c81d2aa43,148,0.0018756389617919922,-352.0,-352.0,325
4c442c49-29cc-4ccf-92f1-361c81d2aa43,149,0.0014884471893310547,-352.0,-352.0,325
4c442c49-29cc-4ccf-92f1-361c81d2aa43,150,0.0011074542999267578,-352.0,-352.0,327
4c442c49-29cc-4ccf-92f1-361c81d2aa43,151,0.0011467933654785156,-352.0,-352.0,328
4c442c49-29cc-4ccf-92f1-361c81d2aa43,152,0.0010695457458496094,-352.0,-352.0,329
4c442c49-29cc-4ccf-92f1-361c81d2aa43,153,0.0010766983032226562,-352.0,-352.0,329
4c442c49-29cc-4ccf-92f1-361c81d2aa43,154,0.0010592937469482422,-352.0,-352.0,329
4c442c49-29cc-4ccf-92f1-361c81d2aa43,155,0.0010404586791992188,-352.0,-352.0,329
4c442c49-29cc-4ccf-92f1-361c81d2aa43,156,0.0010383129119873047,-352.0,-352.0,331
4c442c49-29cc-4ccf-92f1-361c81d2aa43,157,0.0010356903076171875,-352.0,-352.0,333
4c442c49-29cc-4ccf-92f1-361c81d2aa43,158,0.0010902881622314453,-352.0,-352.0,335
4c442c49-29cc-4ccf-92f1-361c81d2aa43,159,0.0011188983917236328,-352.0,-352.0,338
4c442c49-29cc-4ccf-92f1-361c81d2aa43,160,0.0010225772857666016,-352.0,-352.0,341
4c442c49-29cc-4ccf-92f1-361c81d2aa43,161,0.0010466575622558594,-352.0,-352.0,344
4c442c49-29cc-4ccf-92f1-361c81d2aa43,162,0.0010514259338378906,-352.0,-352.0,345
4c442c49-29cc-4ccf-92f1-361c81d2aa43,163,0.0010733604431152344,-352.0,-352.0,348
4c442c49-29cc-4ccf-92f1-361c81d2aa43,164,0.001173257827758789,-352.0,-352.0,349
4c442c49-29cc-4ccf-92f1-361c81d2aa43,165,0.0010440349578857422,-352.0,-352.0,350
4c442c49-29cc-4ccf-92f1-361c81d2aa43,166,0.001027822494506836,-352.0,-352.0,351
4c442c49-29cc-4ccf-92f1-361c81d2aa43,167,0.001046895980834961,-352.0,-352.0,353
4c442c49-29cc-4ccf-92f1-361c81d2aa43,168,0.0010232925415039062,-352.0,-352.0,356
4c442c49-29cc-4ccf-92f1-361c81d2aa43,169,0.001108407974243164,-352.0,-352.0,359
4c442c49-29cc-4ccf-92f1-361c81d2aa43,170,0.0010607242584228516,-352.0,-352.0,363
4c442c49-29cc-4ccf-92f1-361c81d2aa43,171,0.0010290145874023438,-352.0,-352.0,364
4c442c49-29cc-4ccf-92f1-361c81d2aa43,172,0.0010499954223632812,-352.0,-352.0,365
4c442c49-29cc-4ccf-92f1-361c81d2aa43,173,0.0011036396026611328,-352.0,-352.0,366
4c442c49-29cc-4ccf-92f1-361c81d2aa43,174,0.0010504722595214844,-352.0,-352.0,366
4c442c49-29cc-4ccf-92f1-361c81d2aa43,175,0.0010294914245605469,-352.0,-352.0,366
4c442c49-29cc-4ccf-92f1-361c81d2aa43,176,0.0010499954223632812,-352.0,-352.0,367
4c442c49-29cc-4ccf-92f1-361c81d2aa43,177,0.0010211467742919922,-352.0,-352.0,369
4c442c49-29cc-4ccf-92f1-361c81d2aa43,178,0.0010271072387695312,-352.0,-352.0,371
4c442c49-29cc-4ccf-92f1-361c81d2aa43,179,0.0010347366333007812,-352.0,-352.0,372
4c442c49-29cc-4ccf-92f1-361c81d2aa43,180,0.0010983943939208984,-352.0,-352.0,372
4c442c49-29cc-4ccf-92f1-361c81d2aa43,181,0.0010638236999511719,-352.0,-352.0,373
4c442c49-29cc-4ccf-92f1-361c81d2aa43,182,0.0011141300201416016,-352.0,-352.0,373
4c442c49-29cc-4ccf-92f1-361c81d2aa43,183,0.001047372817993164,-352.0,-352.0,375
4c442c49-29cc-4ccf-92f1-361c81d2aa43,184,0.0010600090026855469,-352.0,-352.0,376
4c442c49-29cc-4ccf-92f1-361c81d2aa43,185,0.0010552406311035156,-352.0,-352.0,376
4c442c49-29cc-4ccf-92f1-361c81d2aa43,186,0.001058340072631836,-352.0,-352.0,377
4c442c49-29cc-4ccf-92f1-361c81d2aa43,187,0.0011098384857177734,-352.0,-352.0,378
4c442c49-29cc-4ccf-92f1-361c81d2aa43,188,0.0010323524475097656,-352.0,-352.0,378
4c442c49-29cc-4ccf-92f1-361c81d2aa43,189,0.0010373592376708984,-352.0,-352.0,378
4c442c49-29cc-4ccf-92f1-361c81d2aa43,190,0.0010502338409423828,-352.0,-352.0,379
4c442c49-29cc-4ccf-92f1-361c81d2aa43,191,0.001149892807006836,-352.0,-352.0,380
4c442c49-29cc-4ccf-92f1-361c81d2aa43,192,0.0010986328125,-352.0,-352.0,381
4c442c49-29cc-4ccf-92f1-361c81d2aa43,193,0.0011057853698730469,-352.0,-352.0,381
4c442c49-29cc-4ccf-92f1-361c81d2aa43,194,0.0010890960693359375,-352.0,-352.0,381
4c442c49-29cc-4ccf-92f1-361c81d2aa43,195,0.0012993812561035156,-352.0,-352.0,381
4c442c49-29cc-4ccf-92f1-361c81d2aa43,196,0.0011057853698730469,-352.0,-352.0,381
4c442c49-29cc-4ccf-92f1-361c81d2aa43,197,0.0010876655578613281,-352.0,-352.0,382
4c442c49-29cc-4ccf-92f1-361c81d2aa43,198,0.0010652542114257812,-352.0,-352.0,383
4c442c49-29cc-4ccf-92f1-361c81d2aa43,199,0.0010483264923095703,-352.0,-352.0,383
