Trial,Initial Temperature,Final Temperature,Alpha,Num Iterations,Num Runs,Offset Increase Rate,Energy,Time
0,110.81592589482858,0.0015433848759320366,0.9543722142553339,378,895,9.990840057813749,-6000.18,0.2731800556182861
1,138.57260627573189,0.00799115220797961,0.9446854830270777,413,402,0.2245781405719323,-5973.58,0.33701210021972655
2,101.90378547940244,0.0009707761180909731,0.9894786513618642,487,808,2.718708370586818,-6002.64,0.33938653230667115
3,182.606672299978,0.009627631662892367,0.978322602320258,760,387,0.7559171048152147,-5998.52,0.5352672576904297
4,109.01705325028445,0.005747505752201625,0.9768879857154247,953,522,3.497137034187806,-6001.42,0.6720323491096497
5,152.88712399692918,0.005054696180837242,0.914398909197703,561,970,4.873496461986726,-5993.44,0.40433697938919066
6,191.18206336358466,0.006567583148945681,0.9585575548699348,638,395,7.170917508270156,-5996.58,0.45695985078811646
7,97.80316217935427,0.0008361415379703875,0.9378981304875782,700,485,2.360375297928183,-5988.3,0.49382123708724973
8,181.54561595967496,0.005029028468743237,0.9045303952095237,469,684,7.3425668336059084,-5994.12,0.32436312675476076
9,75.86199317410777,0.008075693377072696,0.9028071915633815,512,829,2.274947951512568,-5990.8,0.3620088315010071
10,57.83622827321736,0.0029708741922024337,0.9660912820234892,380,502,8.657614318283706,-5999.46,0.26939796447753905
11,165.44070371139688,0.005609931611511096,0.9282523271679965,906,676,9.95464488158767,-5999.82,0.640884337425232
12,143.9478877548563,0.0013316458338142804,0.9139682038729444,562,951,6.6593355766103155,-5999.46,0.40337998867034913
13,182.5352886995593,0.009530184404325051,0.9729432671765198,458,461,7.596739461080349,-5999.52,0.3374591088294983
14,153.79106010370552,0.005367006116801414,0.9349882677964586,945,648,0.16690332942777394,-5977.94,0.6697135829925537
15,185.77003072574126,0.00022839086934692407,0.9098104823466713,933,626,0.8982955092547982,-5978.36,0.7169534492492676
16,173.07387307539034,0.003911021999087594,0.9488726543309018,956,546,9.625027279088636,-6000.32,1.5667811226844788
17,127.42739751620715,0.003826278787801177,0.9242298489244902,333,953,0.7560611226988866,-5980.44,0.5337491846084594
18,165.49421671864047,0.0031751073263472343,0.9481713469027397,675,368,4.10172935212581,-5993.5,1.048426113128662
19,173.17175497509538,0.008949714671965495,0.9287319463626383,874,613,3.301065004333413,-5995.18,1.389241111278534
20,73.8262072792501,0.005185297481671521,0.9788181587070861,919,546,8.703198525266552,-6001.82,1.5027042365074157
21,76.7529699661811,0.006276895589936388,0.9116236900937174,864,880,2.929339868648907,-5994.88,1.3759705662727355
22,198.45026214596405,0.008072421408124471,0.9420913703952098,365,695,5.341668888487074,-5993.48,0.5733271932601929
23,188.39862805260336,0.0006553518315884131,0.9146666456239513,394,520,3.835836262528323,-5983.82,0.6220107865333557
24,50.84860539897171,0.009107369681868536,0.9490832809772447,750,734,7.017236514756674,-6000.6,1.1927463722229004
25,191.67690062683454,0.005971385879748852,0.9284564297409944,551,931,8.970002763810722,-6000.24,0.8854170560836792
26,170.6191114056938,0.004102102863922205,0.9716154768906663,721,448,8.901930514993998,-6000.66,1.126684079170227
27,178.9692148161444,0.0012382891531600546,0.9341340688760452,357,956,0.1410280414154972,-5979.22,0.5344624280929565
28,177.57175894069155,0.004965213862626675,0.9813312150162447,434,687,7.623816811923352,-6002.24,0.657975103855133
29,196.1422114564251,0.009413292911942062,0.9879422632445973,389,900,3.961764465120435,-6002.38,0.6100809717178345
30,182.88646793568634,0.00024438547831494013,0.9320712493601635,973,830,9.088711252035345,-6001.0,1.5472421050071716
31,99.40998734934931,0.006218225536143814,0.981333272683079,371,941,7.000597573923291,-6002.4,0.5732370257377625
32,192.2012184478755,0.0035349269517175813,0.9071122299912021,706,918,9.786678235919204,-5999.64,1.0636196088790895
33,93.22885204340656,0.008817150542572403,0.9159960130609813,975,488,1.4546970518241669,-5985.08,1.5033319306373596
34,79.9189855064656,0.003859893775526133,0.9452577488549279,630,909,8.99465715959982,-5999.72,1.0006117415428162
35,63.61337767314073,0.007570915669735416,0.9540785977809589,939,612,0.5469354471388612,-5990.4,1.4741578316688537
36,194.73512934539104,0.0013266141476252836,0.975046118177482,576,361,5.992948755693255,-5999.84,0.8823578310012817
37,97.95020853686025,0.005838977765738189,0.9258853471347643,828,859,7.222988568538555,-5999.8,1.28312335729599
38,116.23410088410876,0.0025952993315274775,0.958773596466487,405,772,2.108304116168428,-5995.22,0.6266882538795471
39,75.20717540749894,0.002651679119310156,0.9542834662383752,989,451,2.2986565679303,-5993.08,1.5542022347450257
40,124.82674431814817,0.005556446756600742,0.9295499995268682,695,850,8.840847149838206,-5999.34,1.0751721119880677
41,198.17619052699814,0.007538513133994178,0.9836083677136653,488,634,0.7165991935281194,-6001.66,0.7493917417526245
42,177.33903825482017,0.002704266162302139,0.9793775451009639,413,853,5.029658189821654,-6002.18,0.6451408052444458
43,61.52518105095167,0.009904252866436,0.934005105168996,525,651,8.98657806979607,-5997.94,0.8245077133178711
44,111.13393866736644,0.005569567937288674,0.9780292929606909,487,372,9.740053032966664,-6000.66,0.7488493680953979
45,150.54172342804748,0.0031063147319466172,0.9602472374475681,983,945,6.360297155885652,-6001.8,0.8575027108192443
46,118.8672623461019,0.0020336856491557304,0.9000559312421025,984,822,9.872095490036937,-6000.0,0.9585635614395142
47,69.21598640994159,0.0072510186919621565,0.9872925948232636,885,390,0.37903219515751874,-6001.5,0.9175803685188293
48,78.90077989231108,0.0075452742358296096,0.9176446736390234,483,732,3.6404116525354704,-5989.34,0.4915235185623169
49,185.0254216393017,0.004066762556379532,0.9470516952981127,998,335,6.298412865404696,-5996.96,1.0597081565856934
