Trial,Initial Temperature,Final Temperature,Alpha,Num Iterations,Num Runs,Offset Increase Rate,Energy,Time
0,59.75841616312156,0.0007853268848580776,0.9572132747874731,103,216,5.8141011088277015,-367.22080871582034,0.09751420497894286
1,192.4307087584504,0.006938261226554281,0.7325026527552588,154,400,9.22058296569608,-367.2208074951172,0.17370896339416503
2,90.55182920809418,0.004301339125095733,0.7944879026579645,231,206,0.05689665549728542,-367.22080871582034,0.225043888092041
3,121.77376649745148,0.0077863422264337935,0.8410303221086,58,389,5.545446059087172,-367.2208074951172,0.05622817516326904
4,132.03244797657473,0.00546100713816824,0.7991529530746551,336,220,7.6748776462215265,-367.22080871582034,0.32759987354278564
5,154.6609111647129,0.007370561290969598,0.8236544225207563,413,410,3.7161535904666447,-367.22080963134766,0.3903029417991638
6,78.66532370753086,0.0021963523437755583,0.702001252433986,481,403,6.245452220868083,-367.2208074951172,0.4601710295677185
7,177.40749569563027,0.005743466197744271,0.7293251848136222,380,73,8.177898625432054,-367.2208074951172,0.37917212724685667
8,72.15775815934208,0.008748645478165526,0.7447529576326039,346,369,0.11005767454380253,-367.22080657958986,0.3300002956390381
9,180.35199520835397,0.008418325289188611,0.9620286738741555,144,456,9.076601961930008,-367.22080963134766,0.13607597589492798
10,67.52749180756389,0.0054194547609297365,0.7840630268326516,118,261,5.076774023694699,-367.22080657958986,0.11382439613342285
11,193.22830918210207,0.009099825928488573,0.916531429479398,155,228,1.2839747260955547,-367.22080871582034,0.1509947633743286
12,52.59094123314744,0.0074187696882605,0.9498777028491713,236,402,5.01906690961464,-367.2208074951172,0.2257404160499573
13,64.33315316209949,0.0017208133299168877,0.8471256046755213,341,270,3.9943113212517614,-367.22080657958986,0.33128705739974973
14,164.98524616339722,0.005151447284802206,0.7640699333230961,338,318,5.599744159381082,-367.22080657958986,0.32686336278915407
15,164.426683986245,0.009845583254473642,0.9839321703563703,382,332,8.543107653884142,-367.22080657958986,0.3669602966308594
16,57.62382406073158,0.007877993247156354,0.7828163141481278,323,297,5.030050055118483,-367.22080657958986,0.30900915145874025
17,153.7644542791677,0.009273135102784866,0.9217843036333031,84,451,8.691844454910342,-367.22080963134766,0.07909498453140258
18,65.79473791077979,0.0013799036829218374,0.9612212837174265,136,285,1.4581760866454105,-367.22080657958986,0.13160078287124632
19,126.84180130515854,0.004729544766476232,0.8152521330486855,290,442,4.619624634740466,-367.22080963134766,0.2771139669418335
20,100.19491775382052,0.004008068817621798,0.9205711997838855,210,93,3.857397405148478,-367.2208074951172,0.20974500656127928
21,63.81747113886057,0.005723860670252963,0.7849323970766456,344,174,5.8304504654333975,-367.2208084106445,0.33050999164581296
22,154.74777834322765,0.004492245524134801,0.8685917766772774,176,232,2.928969339034766,-367.22080871582034,0.17026105642318726
23,151.1676085411197,0.009349516978502174,0.9745053358242309,482,417,6.172365934254629,-367.22080963134766,0.4633644652366638
24,197.58540301372253,0.0017051446170483918,0.8185775438568016,123,176,5.389934934452387,-367.2208084106445,0.12525041580200194
25,141.60836292714885,0.008395406612337071,0.754275443989776,164,294,8.734658981847154,-367.22080657958986,0.15994864463806152
26,59.66258825794354,0.0048137111269003765,0.9761708974902864,389,365,0.07856542865091808,-367.22080657958986,0.3759626579284668
27,86.35400376749925,0.00889929501593068,0.9270453032704993,277,315,0.9290401059865072,-367.22080657958986,0.26600279569625856
28,176.55430506532673,0.000528459856550335,0.9690920949359914,370,123,7.5455912746724385,-367.2208090209961,0.36363442182540895
29,76.10859227023235,0.005924233469763536,0.8339519623799184,185,368,2.9857571311377975,-367.22080657958986,0.17812776803970337
30,143.75140124268677,0.00860561374012834,0.7741612483294336,119,410,9.847631324790182,-367.22080963134766,0.11466596364974975
31,189.8765482841178,0.001061772508539937,0.7302836274356372,408,380,3.8812466467241116,-367.22080657958986,0.39092944145202635
32,185.32641208537265,0.008257613130162756,0.846326429259862,323,71,7.183337191539024,-367.2208074951172,0.30864791631698607
33,130.51640464558227,0.007001500651569186,0.9335655333527526,254,316,4.990835703553764,-367.22080657958986,0.24395373821258545
34,158.79723619474163,0.003414893223660789,0.8811312835197663,206,235,5.995372718276735,-367.22080871582034,0.1984889316558838
35,107.82531910829732,0.0032004297273432536,0.9363558206447704,248,283,9.740735616699945,-367.22080657958986,0.2401031756401062
36,170.45567037320853,0.006257226022317313,0.7963213617305995,53,320,8.73370571278158,-367.22080657958986,0.05149446725845337
37,104.93190823314265,0.008255135467814556,0.9813495955997643,74,264,8.6437384267358,-195.47303649902344,0.07167222023010254
38,189.2930182488035,0.003136120806776816,0.9173512447220621,383,267,2.3818756233927827,-367.22080657958986,0.36458516597747803
39,190.33322145371665,0.006541401846069631,0.8337692048947954,149,465,0.26678251873131054,-367.22080963134766,0.14218490362167358
40,148.6730454392419,0.0038498609862889057,0.7427418354279405,353,365,3.1438647064902616,-367.22080657958986,0.33762693405151367
41,178.1224886912335,0.005505102305427711,0.8245723460784629,68,325,9.254840325532262,-367.22080657958986,0.06456223487854004
42,183.96735238971706,0.0056331052556951155,0.8659417843122568,355,431,6.446741472355017,-367.22080963134766,0.3362893557548523
43,72.16149899257546,0.007118172806883923,0.8737832926347677,213,325,1.2498721869816767,-367.22080657958986,0.20643201112747192
44,92.09388672655729,0.008150590185403478,0.8363545748461775,203,155,8.965846565309866,-367.2208084106445,0.19340109586715698
45,74.26329871014087,0.005983402588435418,0.8696858144622784,155,248,0.8576339390700882,-367.22080871582034,0.14802058458328246
46,193.8121490213225,0.002392086778297096,0.9151426263343237,422,77,0.7598162439671827,-367.2208074951172,0.4129556846618652
47,88.8858246790883,0.0020547302943567354,0.8131860705844633,212,172,1.3190286364544745,-367.2208084106445,0.20374634027481078
48,122.59909414370564,0.00578941446368552,0.7213133697129241,369,498,8.309679676965693,-367.22080963134766,0.34981846809387207
49,99.11877710304614,0.008573509487143504,0.8232004282239517,274,321,9.983810282482736,-367.22080657958986,0.26138193607330323
